# Circuit of the Americas — TUMFTM racetrack-database (LGPL-3.0), flat 2-D centre line + measured widths; upstream commit e59595d.
s_m,x_m,y_m,z_m,banking_deg,width_left_m,width_right_m,grip_scale
1529.6219,892.4257,292.9110,0.0000,0.000,6.388,5.975,1.0000
1534.6504,896.9080,295.1901,0.0000,0.000,6.160,6.221,1.0000
1539.6856,901.4653,297.3313,0.0000,0.000,6.106,6.243,1.0000
1544.7192,906.0923,299.3131,0.0000,0.000,6.226,6.038,1.0000
1549.7447,910.7840,301.1141,0.0000,0.000,6.280,5.885,1.0000
1554.7578,915.5354,302.7127,0.0000,0.000,6.103,5.911,1.0000
1559.7565,920.3413,304.0875,0.0000,0.000,5.892,5.909,1.0000
1564.7416,925.1968,305.2169,0.0000,0.000,5.596,5.838,1.0000
1569.7168,930.0967,306.0794,0.0000,0.000,5.456,5.753,1.0000
1574.6890,935.0355,306.6550,0.0000,0.000,5.475,5.652,1.0000
1579.6636,940.0019,306.9390,0.0000,0.000,5.795,5.444,1.0000
1584.6428,944.9812,306.9373,0.0000,0.000,5.946,5.531,1.0000
1589.6279,949.9582,306.6556,0.0000,0.000,6.022,5.760,1.0000
1594.6189,954.9182,306.0998,0.0000,0.000,6.219,5.899,1.0000
1599.6153,959.8462,305.2756,0.0000,0.000,6.551,5.854,1.0000
1604.6158,964.7272,304.1891,0.0000,0.000,6.377,5.781,1.0000
1609.6186,969.5463,302.8459,0.0000,0.000,6.126,6.045,1.0000
1614.6216,974.2886,301.2520,0.0000,0.000,6.067,6.092,1.0000
1619.6240,978.9435,299.4198,0.0000,0.000,6.107,6.025,1.0000
1624.6311,983.5257,297.4014,0.0000,0.000,6.147,5.959,1.0000
1629.6435,988.0592,295.2632,0.0000,0.000,6.187,5.893,1.0000
1634.6568,992.5681,293.0716,0.0000,0.000,6.227,5.827,1.0000
1639.6642,997.0760,290.8916,0.0000,0.000,6.219,5.835,1.0000
1644.6635,1001.5949,288.7531,0.0000,0.000,6.162,5.916,1.0000
1649.6584,1006.1248,286.6486,0.0000,0.000,6.105,5.998,1.0000
1654.6523,1010.6649,284.5687,0.0000,0.000,6.047,6.079,1.0000
1659.6484,1015.2146,282.5043,0.0000,0.000,5.990,6.161,1.0000
1664.6481,1019.7730,280.4508,0.0000,0.000,5.933,6.242,1.0000
1669.6502,1024.3395,278.4091,0.0000,0.000,5.876,6.324,1.0000
1674.6536,1028.9130,276.3800,0.0000,0.000,5.889,6.295,1.0000
1679.6575,1033.4930,274.3644,0.0000,0.000,5.929,6.221,1.0000
1684.6605,1038.0784,272.3634,0.0000,0.000,5.970,6.147,1.0000
1689.6618,1042.6686,270.3777,0.0000,0.000,6.011,6.073,1.0000
1694.6601,1047.2627,268.4085,0.0000,0.000,6.052,5.999,1.0000
1699.6546,1051.8599,266.4565,0.0000,0.000,6.092,5.926,1.0000
1704.6450,1056.4624,264.5273,0.0000,0.000,6.096,5.868,1.0000
1709.6436,1061.1056,262.6764,0.0000,0.000,5.752,5.967,1.0000
1714.6734,1065.8451,260.9924,0.0000,0.000,5.565,6.025,1.0000
1719.6832,1070.6942,259.7333,0.0000,0.000,6.049,5.592,1.0000
1724.5869,1075.5899,259.4531,0.0000,0.000,5.675,5.903,1.0000
1729.5394,1080.4588,260.3585,0.0000,0.000,5.596,5.771,1.0000
1734.5786,1085.2231,262.0002,0.0000,0.000,5.844,5.984,1.0000
